Solar,Ultra,Lidar,Temp
184.00,20.41,231.00,175
184.00,20.41,231.00,175
185.00,20.41,232.00,175
186.00,20.41,231.00,175
186.00,20.41,231.00,174
184.00,20.41,234.00,175
186.00,20.41,235.00,175
185.00,20.36,231.00,175
184.00,20.36,235.00,175
184.00,20.36,235.00,175
184.00,20.36,232.00,175
184.00,20.36,232.00,175
184.00,20.36,231.00,175
184.00,20.36,232.00,175
184.00,20.41,231.00,175
183.00,20.41,231.00,175
183.00,20.36,231.00,175
183.00,20.36,232.00,175
182.00,20.41,235.00,175
182.00,20.36,231.00,174
182.00,20.41,232.00,175
181.00,20.41,231.00,176
182.00,20.41,232.00,175
182.00,20.41,232.00,175
181.00,20.41,233.00,175
182.00,20.41,231.00,175
182.00,20.41,231.00,175
181.00,20.41,232.00,175
180.00,20.36,232.00,175
181.00,20.36,231.00,175
181.00,20.36,232.00,175
181.00,20.36,233.00,175
181.00,20.36,231.00,175
181.00,20.41,232.00,175
181.00,20.41,235.00,175
180.00,20.41,232.00,175
180.00,20.41,231.00,176
180.00,20.41,232.00,176
181.00,20.41,231.00,175
181.00,20.36,232.00,175
181.00,20.36,232.00,175
180.00,20.36,231.00,175
180.00,20.36,232.00,176
181.00,20.36,233.00,175
181.00,20.36,232.00,175
181.00,20.36,232.00,175
180.00,20.36,235.00,175
179.00,20.36,232.00,175
180.00,20.36,233.00,175
179.00,20.36,232.00,175
179.00,20.32,231.00,175
179.00,20.32,235.00,176
179.00,20.36,231.00,175
180.00,20.36,231.00,175
181.00,20.36,232.00,175
180.00,20.36,231.00,175
181.00,20.36,232.00,176
181.00,20.36,232.00,175
181.00,20.36,232.00,175
180.00,20.36,232.00,175
180.00,20.36,236.00,175
180.00,20.36,232.00,176
179.00,20.32,232.00,175
180.00,20.32,232.00,175
181.00,20.32,231.00,175
180.00,20.36,235.00,175
181.00,20.36,234.00,176
181.00,20.36,235.00,175
180.00,20.36,234.00,175
180.00,20.36,234.00,175
181.00,20.36,231.00,175
181.00,20.36,235.00,176
181.00,20.36,236.00,175
180.00,20.36,232.00,175
181.00,20.32,235.00,175
181.00,20.36,235.00,176
180.00,20.36,236.00,175
180.00,20.36,235.00,175
181.00,20.36,234.00,175
180.00,20.36,234.00,175
180.00,20.41,235.00,175
180.00,20.41,233.00,175
181.00,20.41,235.00,175
180.00,20.41,236.00,175
180.00,20.41,234.00,176
179.00,20.41,236.00,175
178.00,20.41,233.00,175
180.00,20.41,232.00,175
180.00,20.41,232.00,175
180.00,20.41,235.00,175
181.00,20.41,235.00,175
179.00,20.45,234.00,175
179.00,20.45,231.00,175
180.00,20.45,235.00,175
179.00,20.45,231.00,175
180.00,20.45,235.00,175
180.00,20.41,232.00,175
180.00,20.41,236.00,175
180.00,20.41,231.00,175
180.00,20.36,235.00,175
180.00,20.36,235.00,175
180.00,20.41,230.00,175
180.00,20.41,233.00,175
180.00,20.36,232.00,175
180.00,20.36,232.00,175
179.00,20.36,235.00,176
181.00,20.36,231.00,175
178.00,20.36,232.00,175
180.00,20.36,232.00,175
179.00,20.36,232.00,176
179.00,20.36,234.00,175
180.00,20.36,232.00,175
180.00,20.36,232.00,175
179.00,20.36,232.00,175
179.00,20.36,232.00,175
180.00,20.36,232.00,175
179.00,20.36,234.00,175
179.00,20.36,236.00,175
181.00,20.36,236.00,175
180.00,20.36,232.00,175
179.00,20.36,232.00,175
180.00,20.36,231.00,175
180.00,20.36,235.00,175
180.00,20.36,235.00,175
179.00,20.41,230.00,175
179.00,20.41,232.00,175
180.00,20.41,235.00,175
180.00,20.41,235.00,175
180.00,20.41,231.00,175
180.00,20.41,235.00,176
180.00,20.41,234.00,175
180.00,20.41,231.00,175
180.00,20.41,235.00,175
179.00,20.41,232.00,175
179.00,20.41,234.00,175
180.00,20.41,233.00,175
179.00,20.36,233.00,176
179.00,20.41,234.00,175
179.00,20.36,231.00,175
180.00,20.41,234.00,175
179.00,20.41,231.00,175
179.00,20.41,231.00,175
180.00,20.41,235.00,175
180.00,20.41,232.00,175
179.00,20.41,231.00,175
179.00,20.41,233.00,175
180.00,20.41,231.00,175
180.00,20.41,234.00,175
179.00,20.36,234.00,176
180.00,20.36,232.00,175
180.00,20.36,235.00,175
180.00,20.41,232.00,175
180.00,20.41,232.00,176
179.00,20.41,232.00,175
180.00,20.36,234.00,175
180.00,20.36,232.00,175
179.00,20.36,232.00,176
180.00,20.36,232.00,175
179.00,20.36,232.00,175
179.00,20.36,235.00,176
180.00,20.36,231.00,175
180.00,20.36,234.00,175
180.00,20.36,232.00,175
179.00,20.36,232.00,176
179.00,20.36,232.00,176
179.00,20.41,235.00,175
180.00,20.41,230.00,175
179.00,20.36,235.00,176
179.00,20.36,233.00,175
179.00,20.32,232.00,175
179.00,20.32,232.00,175
179.00,20.32,236.00,175
179.00,20.32,235.00,176
179.00,20.32,235.00,175
179.00,20.27,231.00,175
179.00,20.27,235.00,175
180.00,20.27,232.00,175
179.00,20.27,231.00,175
179.00,20.27,231.00,175
178.00,20.27,232.00,176
178.00,20.27,232.00,175
179.00,20.32,236.00,175
179.00,20.32,232.00,175
179.00,20.32,231.00,175
179.00,20.32,235.00,175
179.00,20.32,231.00,175
179.00,20.32,235.00,175
179.00,20.32,233.00,176
179.00,20.32,236.00,176
178.00,20.32,235.00,175
179.00,20.27,234.00,175
180.00,20.27,234.00,176
179.00,20.27,235.00,176
180.00,20.27,235.00,175
179.00,20.27,235.00,175
180.00,20.27,236.00,175
180.00,20.27,235.00,176
180.00,20.27,235.00,175
181.00,20.27,235.00,175
181.00,20.27,234.00,175
181.00,20.27,234.00,176
181.00,20.27,236.00,176
180.00,20.27,235.00,175
180.00,20.27,234.00,175
181.00,20.27,235.00,176
181.00,20.23,236.00,176
181.00,20.23,234.00,175
181.00,20.23,235.00,175
181.00,20.23,232.00,175
181.00,20.23,235.00,175
182.00,20.19,235.00,175
182.00,20.19,235.00,175
181.00,20.19,235.00,176
181.00,20.23,234.00,176
181.00,20.19,235.00,175
181.00,20.23,231.00,175
180.00,20.23,236.00,175
181.00,20.23,235.00,176
182.00,20.23,232.00,175
181.00,20.23,231.00,175
180.00,20.23,232.00,175
181.00,20.23,233.00,176
181.00,20.23,232.00,175
181.00,20.27,235.00,176
181.00,20.27,235.00,175
181.00,20.23,235.00,175
182.00,20.23,234.00,176
181.00,20.23,235.00,175
182.00,20.23,232.00,175
181.00,20.23,235.00,176
182.00,20.23,235.00,176
182.00,20.23,233.00,176
182.00,20.23,234.00,175
182.00,20.23,231.00,175
182.00,20.23,231.00,176
182.00,20.23,235.00,176
182.00,20.23,232.00,175
182.00,20.23,232.00,175
182.00,20.23,232.00,175
182.00,20.23,233.00,176
182.00,20.23,235.00,176
182.00,20.23,234.00,176
181.00,20.23,231.00,176
182.00,20.23,232.00,176
182.00,20.23,232.00,176
183.00,20.23,235.00,176
182.00,20.23,231.00,175
181.00,20.23,231.00,175
181.00,20.23,231.00,176
181.00,20.27,232.00,176
181.00,20.27,232.00,176
181.00,20.27,231.00,175
182.00,20.27,233.00,176
182.00,20.32,233.00,176
183.00,20.32,232.00,176
183.00,20.32,232.00,175
183.00,20.32,231.00,176
183.00,20.32,232.00,176
182.00,20.32,232.00,176
183.00,20.36,232.00,176
182.00,20.36,233.00,175
183.00,20.36,234.00,176
183.00,20.36,232.00,176
183.00,20.36,231.00,176
183.00,20.36,233.00,175
183.00,20.32,231.00,175
183.00,20.32,232.00,175
184.00,20.32,233.00,176
183.00,20.32,231.00,175
183.00,20.36,232.00,175
183.00,20.36,232.00,175
182.00,20.36,236.00,176
183.00,20.36,234.00,176
182.00,20.36,235.00,175
183.00,20.36,233.00,175
183.00,20.36,231.00,175
183.00,20.36,235.00,176
183.00,20.36,235.00,176
183.00,20.36,233.00,175
183.00,20.36,233.00,175
183.00,20.36,235.00,175
182.00,20.36,235.00,176
183.00,20.32,231.00,176
184.00,20.32,235.00,175
184.00,20.32,232.00,175
184.00,20.32,234.00,175
184.00,20.32,231.00,175
184.00,20.32,233.00,176
184.00,20.32,235.00,175
184.00,20.32,234.00,175
184.00,20.27,232.00,175
184.00,20.32,230.00,175
183.00,20.32,231.00,175
184.00,20.32,235.00,175
184.00,20.36,232.00,175
184.00,20.36,232.00,175
184.00,20.36,233.00,176
184.00,20.41,235.00,176
184.00,20.41,232.00,175
184.00,20.36,232.00,175
184.00,20.36,232.00,175
184.00,20.32,233.00,175
184.00,20.32,231.00,176
185.00,20.32,233.00,176
183.00,20.32,231.00,175
184.00,20.32,233.00,175
184.00,20.27,231.00,175
184.00,20.27,232.00,176
184.00,20.27,231.00,175
184.00,20.27,231.00,175
183.00,20.27,233.00,175
184.00,20.27,231.00,176
184.00,20.27,236.00,176
184.00,20.27,231.00,175
184.00,20.27,233.00,175
183.00,20.27,232.00,176
184.00,20.23,231.00,175
184.00,20.23,235.00,175
184.00,20.23,231.00,175
184.00,20.23,231.00,176
184.00,20.23,235.00,176
184.00,20.23,235.00,176
183.00,20.19,234.00,175
183.00,20.23,232.00,175
184.00,20.23,235.00,176
184.00,20.23,232.00,176
183.00,20.27,232.00,175
183.00,20.27,232.00,175
184.00,20.27,232.00,175
184.00,20.32,231.00,176
184.00,20.27,232.00,176
184.00,20.32,231.00,175
184.00,20.32,232.00,175
183.00,20.32,235.00,175
184.00,20.32,234.00,176
184.00,20.32,231.00,175
184.00,20.27,235.00,175
184.00,20.27,231.00,175
184.00,20.32,235.00,175
185.00,20.32,232.00,176
184.00,20.32,234.00,176
183.00,20.32,235.00,175
183.00,20.36,235.00,175
183.00,20.36,236.00,176
183.00,20.32,232.00,176
184.00,20.32,231.00,176
183.00,20.32,232.00,175
184.00,20.36,231.00,175
185.00,20.36,235.00,175
184.00,20.32,232.00,176
184.00,20.32,234.00,175
184.00,20.32,235.00,175
184.00,20.36,232.00,175
184.00,20.32,234.00,175
184.00,20.32,232.00,176
184.00,20.32,232.00,176
184.00,20.32,234.00,176
183.00,20.32,236.00,175
184.00,20.32,235.00,175
184.00,20.32,236.00,175
183.00,20.32,231.00,175
184.00,20.32,234.00,176
184.00,20.27,231.00,176
184.00,20.27,235.00,175
184.00,20.27,231.00,175
184.00,20.27,235.00,175
183.00,20.27,236.00,175
183.00,20.27,232.00,176
185.00,20.27,232.00,176
184.00,20.27,232.00,176
183.00,20.32,235.00,175
183.00,20.27,232.00,176
183.00,20.32,235.00,175
182.00,20.32,233.00,176
183.00,20.32,235.00,176
182.00,20.32,232.00,175
183.00,20.32,236.00,176
184.00,20.32,232.00,175
183.00,20.32,233.00,176
182.00,20.32,235.00,176
183.00,20.27,232.00,176
183.00,20.27,231.00,175
182.00,20.27,234.00,175
183.00,20.23,234.00,176
182.00,20.23,231.00,176
182.00,20.23,233.00,176
182.00,20.23,235.00,175
183.00,20.23,235.00,175
182.00,20.19,231.00,175
184.00,20.23,232.00,175
183.00,20.23,236.00,175
182.00,20.23,237.00,175
182.00,20.23,235.00,175
182.00,20.23,235.00,176
183.00,20.23,236.00,176
182.00,20.23,236.00,175
182.00,20.27,234.00,175
182.00,20.27,234.00,175
183.00,20.23,232.00,176
182.00,20.23,236.00,176
183.00,20.27,233.00,175
183.00,20.23,232.00,175
182.00,20.23,235.00,175
182.00,20.23,232.00,176
183.00,20.23,235.00,176
183.00,20.23,234.00,175
182.00,20.23,232.00,175
183.00,20.23,233.00,176
183.00,20.23,235.00,176
182.00,20.23,235.00,176
183.00,20.23,236.00,175
182.00,20.23,233.00,175
182.00,20.23,235.00,176
182.00,20.27,232.00,175
183.00,20.27,231.00,175
183.00,20.27,235.00,175
183.00,20.27,235.00,176
182.00,20.27,235.00,175
182.00,20.23,231.00,176
182.00,20.23,232.00,175
182.00,20.23,236.00,175
183.00,20.23,234.00,176
183.00,20.23,233.00,175
182.00,20.23,232.00,175
183.00,20.19,232.00,175
182.00,20.19,235.00,175
183.00,20.19,234.00,175
183.00,20.19,235.00,175
182.00,20.19,235.00,175
183.00,20.19,232.00,175
183.00,20.19,232.00,176
183.00,20.19,233.00,176
183.00,20.19,232.00,174
182.00,20.19,232.00,175
183.00,20.19,231.00,176
182.00,20.19,232.00,176
182.00,20.19,232.00,175
183.00,20.14,231.00,175
182.00,20.14,232.00,176
183.00,20.19,231.00,175
183.00,20.19,232.00,176
183.00,20.19,232.00,175
183.00,20.19,236.00,176
183.00,20.19,233.00,176
183.00,20.19,236.00,175
182.00,20.19,232.00,175
183.00,20.19,231.00,176
182.00,20.19,232.00,176
182.00,20.19,233.00,176
182.00,20.23,234.00,175
182.00,20.23,231.00,175
183.00,20.19,231.00,176
182.00,20.23,232.00,176
182.00,20.23,236.00,176
183.00,20.23,235.00,175
183.00,20.23,236.00,175
183.00,20.23,232.00,176
183.00,20.23,233.00,176
183.00,20.23,231.00,175
182.00,20.23,234.00,175
183.00,20.23,232.00,176
182.00,20.23,231.00,176
182.00,20.23,232.00,175
182.00,20.23,234.00,175
182.00,20.23,233.00,176
182.00,20.23,232.00,176
182.00,20.23,236.00,176
182.00,20.27,235.00,175
183.00,20.27,234.00,175
183.00,20.27,233.00,175
182.00,20.27,232.00,175
182.00,20.27,232.00,175
182.00,20.32,235.00,175
183.00,20.32,235.00,176
183.00,20.32,231.00,176
182.00,20.32,232.00,175
182.00,20.32,232.00,175
183.00,20.32,232.00,176
182.00,20.36,232.00,176
183.00,20.32,236.00,175
182.00,20.32,231.00,176
182.00,20.32,233.00,175
183.00,20.27,232.00,176
183.00,20.27,232.00,176
183.00,20.27,233.00,175
182.00,20.27,232.00,175
183.00,20.27,236.00,176
183.00,20.23,231.00,176
182.00,20.23,235.00,176
182.00,20.27,231.00,175
183.00,20.23,233.00,176
182.00,20.23,231.00,176
182.00,20.23,235.00,176
183.00,20.23,232.00,175
182.00,20.23,232.00,176
182.00,20.27,232.00,176
182.00,20.23,232.00,175
182.00,20.27,231.00,175
182.00,20.27,234.00,175
183.00,20.27,234.00,176
182.00,20.27,235.00,176
183.00,20.27,232.00,175
183.00,20.32,232.00,175
183.00,20.32,234.00,175
182.00,20.32,235.00,176
183.00,20.32,236.00,176
183.00,20.32,234.00,175
182.00,20.32,232.00,175
182.00,20.32,235.00,176
182.00,20.32,235.00,176
182.00,20.32,232.00,175
181.00,20.32,232.00,175
181.00,20.32,232.00,176
182.00,20.32,232.00,176
181.00,20.32,236.00,176
182.00,20.27,235.00,176
182.00,20.27,232.00,176
182.00,20.27,235.00,175
181.00,20.27,234.00,176
182.00,20.32,232.00,176
182.00,20.32,235.00,176
182.00,20.32,235.00,176
181.00,20.32,232.00,175
182.00,20.32,232.00,176
182.00,20.32,231.00,176
182.00,20.32,235.00,176
181.00,20.27,236.00,176
181.00,20.27,235.00,175
181.00,20.27,234.00,176
181.00,20.23,233.00,176
181.00,20.23,234.00,176
181.00,20.27,232.00,175
182.00,20.27,231.00,175
181.00,20.27,232.00,175
181.00,20.27,235.00,176
180.00,20.27,232.00,176
180.00,20.27,235.00,176
180.00,20.32,236.00,175
181.00,20.32,235.00,175
181.00,20.27,232.00,176
181.00,20.27,236.00,176
182.00,20.27,232.00,176
181.00,20.23,234.00,176
182.00,20.23,232.00,175
181.00,20.23,232.00,175
181.00,20.23,235.00,175
181.00,20.19,231.00,176
181.00,20.19,231.00,175
181.00,20.23,232.00,175
181.00,20.23,232.00,175
182.00,20.23,233.00,175
181.00,20.23,232.00,176
181.00,20.23,233.00,176
181.00,20.19,232.00,176
181.00,20.19,235.00,175
182.00,20.19,236.00,175
181.00,20.19,232.00,175
181.00,20.19,235.00,176
181.00,20.19,233.00,176
182.00,20.23,234.00,176
181.00,20.19,235.00,175
181.00,20.19,235.00,175
181.00,20.14,235.00,175
182.00,20.19,232.00,176
181.00,20.19,232.00,176
181.00,20.19,235.00,176
181.00,20.19,232.00,175
181.00,20.19,232.00,175
182.00,20.23,235.00,175
181.00,20.23,236.00,176
182.00,20.23,234.00,176
182.00,20.19,236.00,176
182.00,20.19,235.00,175
181.00,20.19,235.00,175
181.00,20.19,235.00,175
181.00,20.14,235.00,175
181.00,20.14,230.00,176
181.00,20.14,235.00,175
182.00,20.14,235.00,175
182.00,20.14,232.00,175
179.00,20.10,234.00,172
180.00,20.14,236.00,170
178.00,19.58,232.00,171
180.00,19.62,236.00,172
181.00,19.62,231.00,171
183.00,19.66,235.00,170
183.00,19.66,232.00,169
183.00,19.66,236.00,170
182.00,19.62,235.00,169
181.00,19.66,233.00,172
180.00,19.66,232.00,171
186.00,19.66,232.00,173
184.00,19.66,235.00,174
185.00,19.66,232.00,169
186.00,19.66,231.00,173
185.00,19.66,234.00,173
185.00,19.66,232.00,173
